Client,Industry,Platform,Content_Type,Content_Topic,Posting_Day,Posting_Time,Reach,Impressions,Likes,Comments,Shares,Saves,Video_Views,Watch_Time,Clicks,Leads,Ad_Spend,Revenue,Performance_Score
Client_5,Education,TikTok,Reel,Behind the Scenes,Wednesday,17:00,67729,70381,5263,283,959,358,51294,11467,3069,351,3736.08,24802.41,80.95
Client_4,Fashion,Instagram,Reel,Product Education,Thursday,21:00,63569,63706,5006,433,1174,437,53602,226409,4398,549,3727.8,23810.43,85.44
Client_8,Finance,YouTube,Reel,Tips,Sunday,13:00,18153,20761,445,38,25,21,17628,37288,1629,172,12205.25,66708.11,68.19
Client_6,Fashion,Instagram,Image,Customer Story,Thursday,13:00,93201,156104,12609,143,3089,860,71373,270409,7279,953,1151.73,3227.14,79.92
Client_17,Technology,TikTok,Reel,Product Education,Thursday,11:00,14222,17347,1522,47,46,405,9117,25980,1233,12,4232.3,5079.65,63.09
Client_10,Education,Facebook,Carousel,Tutorial,Thursday,11:00,27689,35852,2393,52,58,531,13607,67963,1085,11,11700.93,44387.18,61.61
Client_13,Finance,TikTok,Reel,Promotion,Sunday,15:00,93807,129968,6936,36,616,981,78229,143326,7629,1228,16091.11,69705.5,81.39
Client_11,Education,Instagram,Carousel,Tips,Monday,09:00,34617,64533,733,75,173,139,11796,37868,574,10,13712.88,67723.59,41.18
Client_2,Food,YouTube,Carousel,Promotion,Thursday,17:00,35904,70776,170,9,37,15,8503,31245,1391,267,14395.84,38913.1,44.25
Client_6,Education,Instagram,Article,Promotion,Wednesday,13:00,65149,86261,2748,56,500,598,26653,52588,4445,351,2727.2,3959.37,63.58
Client_8,Food,Instagram,Article,Product Education,Tuesday,15:00,8799,9278,978,106,167,75,5959,10415,442,36,19541.3,15690.9,69.59
Client_18,Healthcare,YouTube,Carousel,Tips,Monday,19:00,49273,71496,3607,163,744,482,3276,8254,3874,399,9551.46,36573.13,78.09
Client_9,Finance,TikTok,Carousel,Tips,Monday,17:00,42915,79627,2742,305,585,700,9399,34876,2978,243,10446.57,33518.37,71.99
Client_4,Finance,Facebook,Article,Promotion,Sunday,09:00,38553,52054,1419,104,271,72,2237,6265,1074,50,1735.48,11003.86,58.86
Client_20,Food,Instagram,Video,Behind the Scenes,Sunday,17:00,87130,148260,9278,794,2118,474,3364,12063,6405,820,18178.04,18781.12,72.68
Client_15,Food,TikTok,Reel,Tutorial,Saturday,21:00,7356,12640,387,58,92,103,3873,2680,387,74,16902.95,39196.76,71.81
Client_7,Fashion,Instagram,Article,Tutorial,Wednesday,17:00,87428,114220,11196,1454,1564,872,65883,21372,6979,1127,15621.36,118855.94,89.99
Client_12,Technology,YouTube,Carousel,Promotion,Monday,17:00,14894,21974,1863,225,415,66,13000,12866,398,4,14357.31,24646.14,54.56
Client_14,Food,Facebook,Carousel,Customer Story,Friday,21:00,94368,181431,6443,340,599,1607,35672,82932,617,67,6516.68,16932.43,56.88
Client_18,Education,Instagram,Article,Customer Story,Sunday,21:00,22506,42505,1052,47,247,279,6923,15948,283,39,1857.84,14197.79,65.18
Client_10,Fashion,LinkedIn,Reel,Customer Story,Friday,15:00,93130,97042,9345,43,616,81,60924,241480,7470,438,7400.95,16037.93,72.82
Client_19,Food,Facebook,Article,Behind the Scenes,Wednesday,15:00,61817,99686,3092,299,738,463,32708,35472,2608,360,8602.11,7466.65,61.97
Client_15,Education,Facebook,Image,Behind the Scenes,Sunday,21:00,89116,160612,3073,51,41,842,15423,31129,6855,229,11025.35,55421.95,60.87
Client_12,Healthcare,YouTube,Article,Behind the Scenes,Saturday,09:00,8028,11406,94,6,8,22,1065,2730,307,32,10356.01,70985.58,55.45
Client_8,Finance,Instagram,Carousel,Tips,Tuesday,15:00,96520,133637,6657,719,1474,1997,79933,273639,9135,1303,3663.9,12463.72,81.83
Client_16,Healthcare,YouTube,Video,Product Education,Saturday,15:00,38140,60709,4535,93,151,1343,26042,10396,1725,159,10213.58,67359.96,78.73
Client_1,Education,TikTok,Article,Promotion,Tuesday,13:00,76242,76637,357,44,25,13,64759,3038,6822,860,13996.15,35403.67,52.76
Client_14,Technology,YouTube,Article,Promotion,Friday,11:00,86909,94087,6934,701,295,157,8903,15296,5962,120,19738.06,129526.45,72.1
Client_14,Education,LinkedIn,Video,Behind the Scenes,Sunday,17:00,14122,15057,751,19,146,47,6343,28443,1239,183,17297.19,91230.75,80.93
Client_19,Food,YouTube,Reel,Entertainment,Monday,13:00,58703,62653,198,26,22,31,27188,8126,641,74,2021.32,10213.63,40.0
Client_11,Food,YouTube,Video,Entertainment,Saturday,17:00,66593,83356,908,61,42,187,35463,106980,1937,22,16074.58,97952.16,42.34
Client_5,Finance,Instagram,Reel,Promotion,Sunday,19:00,63349,79508,9435,77,1697,2588,10826,34089,936,87,11896.88,58507.33,70.56
Client_6,Healthcare,Facebook,Reel,Product Education,Wednesday,17:00,75749,136627,10131,768,1720,2770,9602,20918,111,21,6741.73,35666.47,67.86
Client_12,Healthcare,TikTok,Article,Behind the Scenes,Monday,15:00,59680,107408,1982,269,368,556,41356,39110,2112,101,10556.19,55940.01,58.62
Client_8,Technology,Facebook,Video,Behind the Scenes,Tuesday,11:00,88484,158674,518,62,74,15,77149,141741,347,13,1593.43,12240.75,31.22
Client_4,Education,TikTok,Article,Tips,Sunday,17:00,31294,51333,2310,84,225,144,13377,7812,1356,55,10160.4,21353.98,59.78
Client_13,Education,LinkedIn,Article,Tips,Tuesday,17:00,11263,19223,1402,26,210,289,2303,1752,354,2,10732.75,29356.86,56.6
Client_14,Finance,YouTube,Image,Behind the Scenes,Sunday,15:00,42940,43694,4383,646,677,321,21375,77472,1095,154,19230.02,123993.6,79.61
Client_19,Technology,YouTube,Carousel,Tutorial,Monday,19:00,15664,30820,1052,26,113,273,11434,23663,38,3,19762.18,129976.82,59.29
Client_16,Finance,LinkedIn,Reel,Promotion,Friday,11:00,64210,103726,7517,785,696,123,52716,211028,6279,624,19074.81,66281.86,80.47
Client_9,Finance,TikTok,Reel,Promotion,Wednesday,21:00,11013,13006,834,83,191,216,6304,30635,759,96,15538.93,53875.1,80.74
Client_5,Fashion,TikTok,Image,Promotion,Wednesday,19:00,82620,104425,2590,203,340,22,33638,111188,1739,3,13280.49,86249.1,45.83
Client_5,Fashion,YouTube,Carousel,Customer Story,Thursday,17:00,83636,105491,96,7,16,13,55243,249679,2101,157,8741.82,36848.92,38.39
Client_15,Finance,Facebook,Article,Tutorial,Wednesday,11:00,92242,149830,7998,688,850,1976,61510,232673,8141,1256,12780.37,65171.66,84.53
Client_19,Food,LinkedIn,Carousel,Behind the Scenes,Tuesday,21:00,27803,34039,2718,137,593,219,4077,3203,498,95,16062.32,17939.86,65.18
Client_6,Food,TikTok,Image,Tutorial,Monday,09:00,5764,9325,584,87,21,17,1894,3644,204,10,12108.55,46010.14,66.38
Client_13,Education,YouTube,Video,Customer Story,Wednesday,19:00,32468,63045,2524,129,611,290,28551,62317,2450,366,3277.35,9244.62,76.26
Client_20,Fashion,YouTube,Article,Tips,Friday,19:00,57475,110022,8069,944,359,2275,51954,198159,3579,294,17382.95,65960.93,76.03
Client_12,Fashion,YouTube,Image,Entertainment,Wednesday,21:00,31540,61348,3010,32,160,484,9029,17574,3124,590,10913.43,74918.5,86.56
Client_4,Healthcare,YouTube,Reel,Tips,Thursday,21:00,19525,27957,2811,83,587,521,8457,5743,37,0,3205.76,9355.87,45.86
Client_15,Healthcare,Facebook,Carousel,Tutorial,Wednesday,11:00,89130,127384,4600,410,594,1075,56748,138890,2318,391,12351.19,79909.97,72.15
Client_9,Education,Instagram,Image,Behind the Scenes,Thursday,11:00,90857,138408,4153,408,510,60,42977,3830,7584,1069,3778.86,4827.11,66.7
Client_11,Food,YouTube,Reel,Tutorial,Tuesday,21:00,10398,12108,138,10,19,8,4276,8437,470,69,16183.77,122729.06,61.95
Client_1,Education,TikTok,Reel,Promotion,Tuesday,21:00,22529,43733,1680,142,222,80,7020,5198,1382,213,7411.1,54994.41,79.93
Client_2,Finance,Instagram,Reel,Tutorial,Friday,13:00,28219,46741,794,32,163,71,8020,3447,976,55,6500.67,6365.64,45.48
Client_8,Technology,YouTube,Article,Tips,Wednesday,15:00,57456,82358,5167,643,276,1481,15282,37404,5135,85,13580.78,32324.53,67.07
Client_12,Fashion,YouTube,Video,Product Education,Tuesday,11:00,92860,116009,4081,360,587,332,49576,69745,9099,1005,8573.34,13655.59,68.68
Client_7,Education,Instagram,Carousel,Entertainment,Sunday,09:00,9919,11939,1312,126,34,6,935,857,673,5,11353.3,88533.99,73.33
Client_2,Healthcare,YouTube,Image,Promotion,Sunday,13:00,12194,21911,522,63,37,141,7892,19575,588,27,3821.36,18356.94,62.48
Client_7,Fashion,TikTok,Article,Tips,Tuesday,21:00,1320,2447,101,5,25,17,1050,2077,48,3,6262.92,28221.17,67.64
Client_16,Healthcare,Instagram,Image,Product Education,Friday,19:00,26860,45571,841,35,146,123,18761,55987,2523,29,14926.21,77444.54,58.34
Client_8,Technology,Facebook,Image,Tutorial,Saturday,21:00,55565,70068,780,79,148,43,8489,6762,4795,371,13802.42,15158.64,50.66
Client_14,Finance,Instagram,Carousel,Tips,Wednesday,11:00,97365,155287,2039,299,312,174,56670,19813,6799,1354,11445.38,76411.81,69.17
Client_2,Technology,LinkedIn,Reel,Tutorial,Saturday,09:00,12330,24283,1707,88,66,11,5764,9699,742,22,11316.86,65549.72,70.79
Client_13,Fashion,YouTube,Image,Entertainment,Wednesday,13:00,2655,4836,374,6,53,109,2563,368,201,29,1914.74,15134.8,87.09
Client_3,Technology,Instagram,Carousel,Entertainment,Sunday,19:00,88409,123009,5745,717,924,1704,87790,239220,5243,87,12997.21,11080.65,57.07
Client_19,Healthcare,TikTok,Reel,Tutorial,Tuesday,13:00,27124,43704,575,24,66,6,15853,50285,1583,119,15945.54,18009.44,48.29
Client_6,Fashion,TikTok,Video,Customer Story,Sunday,19:00,81690,118384,829,95,27,186,66558,126093,4351,532,17372.26,15332.03,45.78
Client_12,Healthcare,TikTok,Article,Tips,Saturday,11:00,48918,53853,171,21,29,46,9893,15030,1151,146,19902.27,78063.95,44.76
Client_18,Healthcare,Facebook,Reel,Behind the Scenes,Friday,11:00,71475,105118,5970,519,1047,534,32958,6299,106,0,14631.9,86456.56,47.6
Client_16,Fashion,TikTok,Reel,Tips,Saturday,11:00,19682,22660,2426,260,271,433,14031,3979,1710,247,15833.03,65039.99,86.41
Client_20,Food,Facebook,Video,Entertainment,Monday,13:00,70330,128934,9870,1042,790,817,52235,53052,4555,328,14984.81,34719.16,71.97
Client_20,Fashion,Instagram,Image,Product Education,Sunday,21:00,38600,68057,57,8,11,5,32932,112575,2818,244,2300.41,14415.67,49.2
Client_4,Technology,Facebook,Video,Product Education,Saturday,19:00,36414,51264,4346,277,408,841,3846,177,1751,290,2595.5,18862.78,84.83
Client_4,Finance,YouTube,Article,Tutorial,Tuesday,21:00,42934,81715,256,37,34,58,38176,162771,769,147,5653.05,18491.0,41.82
Client_1,Healthcare,LinkedIn,Video,Entertainment,Thursday,13:00,53476,61595,1292,149,52,87,38649,160979,1732,243,8501.67,19926.65,56.23
Client_13,Education,Facebook,Carousel,Behind the Scenes,Sunday,15:00,1787,3014,194,6,16,49,62,136,76,5,8574.08,33982.64,71.2
Client_16,Food,YouTube,Image,Tips,Sunday,21:00,85246,103118,9436,37,973,854,54097,133884,5969,1135,3060.2,9172.07,82.59
Client_7,Fashion,Instagram,Article,Tips,Saturday,21:00,47268,92745,3104,183,440,57,37624,159208,1082,194,15852.85,97884.47,69.6
Client_13,Healthcare,Instagram,Reel,Promotion,Saturday,17:00,38473,61653,4890,486,256,1388,5237,12867,2057,302,11995.45,59183.89,81.85
Client_4,Technology,LinkedIn,Video,Promotion,Thursday,21:00,72758,119074,6971,158,274,1556,37090,69927,610,73,1502.84,2616.21,58.52
Client_20,Healthcare,Facebook,Carousel,Tips,Thursday,17:00,69104,136007,9037,902,1860,2118,41536,160001,3711,313,4271.55,14471.28,73.77
Client_13,Finance,Instagram,Article,Tutorial,Wednesday,19:00,95586,190977,14117,276,3036,1806,46316,47701,8942,338,19804.68,94775.89,75.61
Client_8,Education,Facebook,Video,Tips,Thursday,19:00,48512,51474,6050,271,419,465,6402,5741,3062,122,2032.39,9271.68,76.22
Client_12,Fashion,Instagram,Video,Tips,Monday,11:00,64301,107490,8217,802,480,1988,34531,147667,1168,166,7100.21,39324.73,73.22
Client_7,Education,Facebook,Carousel,Tips,Friday,21:00,74898,99516,9610,1212,368,733,7202,10182,6441,10,3674.66,19194.01,70.62
Client_19,Healthcare,TikTok,Image,Product Education,Tuesday,17:00,80152,146786,6646,142,573,373,63866,172349,1263,117,12818.74,48174.88,62.05
Client_9,Education,YouTube,Carousel,Entertainment,Wednesday,19:00,91731,111172,5300,776,1227,1130,26576,59618,1951,259,6755.19,7120.17,61.33
Client_3,Technology,YouTube,Video,Tips,Saturday,19:00,36648,43276,3471,281,21,406,25637,33685,803,159,19786.19,151318.46,78.31
Client_11,Finance,Instagram,Carousel,Promotion,Sunday,11:00,63858,67970,4200,613,124,872,9349,13090,408,49,14960.88,92893.3,65.17
Client_11,Fashion,Facebook,Image,Tutorial,Thursday,19:00,35559,52085,4798,699,656,605,14736,16068,2619,293,11445.61,11726.41,74.12
Client_1,Healthcare,TikTok,Reel,Entertainment,Sunday,17:00,6649,9250,562,70,106,8,6649,22041,395,40,13871.82,50950.58,76.64
Client_6,Education,TikTok,Reel,Tips,Thursday,21:00,1368,1994,202,28,16,29,373,708,126,19,19907.43,48961.27,82.48
Client_7,Fashion,TikTok,Article,Tutorial,Saturday,17:00,14363,25133,1956,110,236,17,12902,31377,282,48,19934.47,38681.69,66.72
Client_18,Healthcare,LinkedIn,Image,Entertainment,Wednesday,21:00,62142,85835,7836,96,526,1506,47365,176225,3535,386,840.19,4142.64,81.31
Client_1,Healthcare,Facebook,Reel,Tutorial,Saturday,15:00,72145,140260,8806,166,299,1964,3364,4734,1447,279,19789.43,46578.24,67.82
Client_17,Technology,TikTok,Carousel,Behind the Scenes,Tuesday,21:00,31942,44230,2275,275,337,164,10297,33284,1011,144,17968.42,94805.59,74.43
Client_6,Finance,TikTok,Carousel,Tips,Saturday,13:00,43088,69670,518,58,35,143,26077,52545,1838,17,5998.32,33946.64,42.28
Client_15,Education,LinkedIn,Image,Promotion,Thursday,09:00,86822,128821,11844,1541,1572,2167,24856,44316,3314,413,17096.19,100383.5,79.9
Client_16,Technology,TikTok,Article,Behind the Scenes,Friday,09:00,78257,128397,9619,1417,862,1010,594,1715,978,70,13506.35,43471.86,62.19
Client_3,Finance,TikTok,Article,Tutorial,Monday,11:00,25657,31687,810,113,125,5,13576,11177,1604,277,19949.85,17791.96,61.66
Client_6,Finance,Instagram,Carousel,Behind the Scenes,Sunday,21:00,69912,127654,2786,42,663,414,29684,134457,4752,184,8989.94,45201.19,63.3
Client_17,Technology,TikTok,Carousel,Tips,Wednesday,09:00,21551,33268,2268,239,371,121,329,543,569,60,2004.44,15289.5,75.38
Client_1,Fashion,YouTube,Carousel,Entertainment,Tuesday,17:00,70508,93439,5595,212,1223,972,30209,71764,4100,632,7362.29,55797.63,84.67
Client_19,Healthcare,Facebook,Image,Promotion,Thursday,19:00,15409,17152,1118,129,116,119,12711,61671,1078,159,11209.61,29398.26,78.26
Client_6,Healthcare,TikTok,Article,Behind the Scenes,Saturday,09:00,57757,85160,6727,927,332,552,40592,37840,236,24,17409.22,114282.49,65.9
Client_15,Technology,Instagram,Article,Tips,Saturday,19:00,58428,80372,7529,898,555,620,8945,28937,5573,915,8167.53,46833.39,88.88
Client_1,Technology,LinkedIn,Video,Promotion,Monday,11:00,18791,37302,1788,9,115,465,16360,81287,191,33,19639.38,107353.91,68.73
Client_18,Education,Instagram,Carousel,Behind the Scenes,Sunday,17:00,12148,17335,1409,190,74,236,2992,2646,85,13,17717.93,117067.23,70.47
Client_11,Technology,TikTok,Article,Product Education,Monday,11:00,70865,140060,9070,492,1920,2087,65841,181899,6908,843,17308.08,134703.28,87.2
Client_16,Food,TikTok,Reel,Tutorial,Wednesday,21:00,27411,42691,573,68,59,74,260,1004,1713,119,10133.2,77086.64,62.16
Client_7,Education,Facebook,Reel,Customer Story,Tuesday,13:00,28375,42100,1740,25,374,497,8344,34167,829,124,8312.27,56922.97,74.88
Client_11,Finance,Instagram,Video,Behind the Scenes,Saturday,19:00,51380,75645,3087,112,510,571,29852,146635,1128,191,16879.91,36551.03,64.13
Client_19,Fashion,LinkedIn,Video,Entertainment,Monday,09:00,37955,52212,2267,151,307,231,2380,11780,1684,191,5254.01,10800.72,67.29
Client_5,Finance,LinkedIn,Image,Tutorial,Saturday,17:00,67484,90127,9612,1259,1037,1849,17075,35798,5535,879,7834.86,10297.59,79.03
Client_12,Fashion,YouTube,Article,Entertainment,Wednesday,17:00,21707,24046,2588,142,81,643,3706,11178,1703,90,6158.83,30572.76,80.08
Client_12,Finance,Instagram,Image,Product Education,Saturday,17:00,45506,69003,4183,376,381,53,42878,165710,432,55,8966.47,17276.89,59.38
Client_9,Finance,Instagram,Reel,Product Education,Tuesday,13:00,56834,95705,1484,166,261,226,31693,155547,2766,40,2285.16,16438.77,53.96
Client_3,Food,LinkedIn,Reel,Behind the Scenes,Wednesday,17:00,8002,8562,228,12,54,22,239,52,186,8,9449.18,22024.91,49.14
Client_11,Technology,LinkedIn,Reel,Product Education,Thursday,17:00,88034,130053,4968,581,939,948,80056,208751,6187,258,14638.41,36140.16,65.75
